ID,gene.count.original,gene.count.UMI
ENSMUSG00000000787,681,343
ENSMUSG00000079020,38,19
ENSMUSG00000054850,4,2
ENSMUSG00000054855,6,4
ENSMUSG00000041238,2,1
ENSMUSG00000041236,183,101
ENSMUSG00000041235,3,2
ENSMUSG00000041231,23,8
ENSMUSG00000050357,52,27
ENSMUSG00000022125,7,4
ENSMUSG00000022124,116,55
ENSMUSG00000022120,20,10
ENSMUSG00000022122,3,2
ENSMUSG00000066361,9,5
ENSMUSG00000055720,93,55
ENSMUSG00000055723,21,14
ENSMUSG00000055725,9,4
ENSMUSG00000051401,58,35
ENSMUSG00000091919,29,4
ENSMUSG00000022698,146,75
ENSMUSG00000022696,112,52
ENSMUSG00000013736,83,37
ENSMUSG00000057762,1,1
ENSMUSG00000057766,23,7
ENSMUSG00000025478,56,37
ENSMUSG00000025470,9,4
ENSMUSG00000025477,28,16
ENSMUSG00000025474,36,20
ENSMUSG00000025475,22,16
ENSMUSG00000039224,1,1
ENSMUSG00000039220,118,58
ENSMUSG00000039221,104,50
ENSMUSG00000015290,47,24
ENSMUSG00000067578,5,2
ENSMUSG00000060038,51,25
ENSMUSG00000060036,32,16
ENSMUSG00000035941,19,10
ENSMUSG00000035944,2,1
ENSMUSG00000035949,28,15
ENSMUSG00000091004,8,5
ENSMUSG00000091002,2,2
ENSMUSG00000091003,1,1
ENSMUSG00000018740,1,1
ENSMUSG00000038187,100,53
ENSMUSG00000021578,100,47
ENSMUSG00000021577,630,305
ENSMUSG00000021576,147,77
ENSMUSG00000021573,357,177
ENSMUSG00000021572,4,3
ENSMUSG00000068798,20,12
ENSMUSG00000022905,328,163
ENSMUSG00000022901,6,2
ENSMUSG00000039914,20,11
ENSMUSG00000039917,21,13
ENSMUSG00000039910,29,18
ENSMUSG00000019838,2,1
ENSMUSG00000019831,1209,589
ENSMUSG00000019837,17,10
ENSMUSG00000063077,1203,629
ENSMUSG00000020228,5,4
ENSMUSG00000020225,22,12
ENSMUSG00000020220,256,124
ENSMUSG00000033458,11,5
ENSMUSG00000033453,1,1
ENSMUSG00000033454,60,28
ENSMUSG00000037514,26,15
ENSMUSG00000037513,34,20
ENSMUSG00000034758,1,1
ENSMUSG00000019210,1221,642
ENSMUSG00000071637,10,6
ENSMUSG00000071636,7,5
ENSMUSG00000071632,5,3
ENSMUSG00000026103,616,318
ENSMUSG00000026102,23,13
ENSMUSG00000026107,5,5
ENSMUSG00000026104,39,17
ENSMUSG00000026172,10,6
ENSMUSG00000026109,31,15
ENSMUSG00000034158,166,94
ENSMUSG00000034157,31,15
ENSMUSG00000034156,50,20
ENSMUSG00000034154,18,7
ENSMUSG00000034152,173,89
ENSMUSG00000034151,1,1
ENSMUSG00000074575,12,4
ENSMUSG00000074576,9,6
ENSMUSG00000073700,13,6
ENSMUSG00000074579,8,3
ENSMUSG00000074578,2,1
ENSMUSG00000060862,5,3
ENSMUSG00000060860,12,9
ENSMUSG00000031320,12,6
ENSMUSG00000042851,22,13
ENSMUSG00000042857,1,1
ENSMUSG00000042854,2,2
ENSMUSG00000046351,13,6
ENSMUSG00000049751,3,1
ENSMUSG00000024761,5,4
ENSMUSG00000026811,8,4
ENSMUSG00000026810,8,6
ENSMUSG00000026812,19,15
ENSMUSG00000026817,175,87
ENSMUSG00000026816,13,7
ENSMUSG00000026819,95,46
ENSMUSG00000042589,1,1
ENSMUSG00000035206,18,11
ENSMUSG00000035202,31,15
ENSMUSG00000035203,195,94
ENSMUSG00000028419,126,63
ENSMUSG00000028412,45,24
ENSMUSG00000028411,14,10
ENSMUSG00000028410,132,61
ENSMUSG00000028416,26,16
ENSMUSG00000028414,26,12
ENSMUSG00000043458,21,9
ENSMUSG00000006373,453,237
ENSMUSG00000006378,6,2
ENSMUSG00000042323,98,45
ENSMUSG00000045114,265,147
ENSMUSG00000042328,3,3
ENSMUSG00000044864,14,9
ENSMUSG00000084910,2,1
ENSMUSG00000087350,4,1
ENSMUSG00000082189,12,9
ENSMUSG00000087359,3,1
ENSMUSG00000017390,50,31
ENSMUSG00000032267,12,5
ENSMUSG00000032263,50,23
ENSMUSG00000032262,147,76
ENSMUSG00000081984,3,1
ENSMUSG00000081985,137,68
ENSMUSG00000006998,173,90
ENSMUSG00000031521,4,1
ENSMUSG00000059439,99,49
ENSMUSG00000059430,1,1
ENSMUSG00000059436,20,11
ENSMUSG00000044550,53,31
ENSMUSG00000041747,47,26
ENSMUSG00000041740,74,37
ENSMUSG00000047747,33,18
ENSMUSG00000027778,24,14
ENSMUSG00000027770,221,117
ENSMUSG00000027777,538,294
ENSMUSG00000027775,24,11
ENSMUSG00000027774,91,57
ENSMUSG00000000902,216,116
ENSMUSG00000057561,59,25
ENSMUSG00000004268,20,9
ENSMUSG00000004267,1862,991
ENSMUSG00000051396,75,41
ENSMUSG00000051390,5,2
ENSMUSG00000051391,1885,1009
ENSMUSG00000043190,7,4
ENSMUSG00000080768,2,1
ENSMUSG00000002032,10,5
ENSMUSG00000046834,12,5
ENSMUSG00000089764,5,1
ENSMUSG00000089762,12,4
ENSMUSG00000089768,2,3
ENSMUSG00000031402,109,51
ENSMUSG00000050930,15,5
ENSMUSG00000009575,195,98
ENSMUSG00000065538,10,6
ENSMUSG00000081173,5,2
ENSMUSG00000081179,9,4
ENSMUSG00000091321,33,7
ENSMUSG00000035212,11,5
ENSMUSG00000083443,12,8
ENSMUSG00000045871,11,3
ENSMUSG00000045875,5,3
ENSMUSG00000036009,1,1
ENSMUSG00000036006,293,161
ENSMUSG00000036002,9,6
ENSMUSG00000091498,19,12
ENSMUSG00000016763,45,26
ENSMUSG00000078236,90,48
ENSMUSG00000078235,30,17
ENSMUSG00000017412,77,42
ENSMUSG00000017417,9,4
ENSMUSG00000017418,26,11
ENSMUSG00000037754,24,13
ENSMUSG00000001627,68,37
ENSMUSG00000037750,22,9
ENSMUSG00000092671,8,3
ENSMUSG00000027466,41,19
ENSMUSG00000027465,14,8
ENSMUSG00000015120,4,3
ENSMUSG00000015127,6,3
ENSMUSG00000015126,15,7
ENSMUSG00000040936,2,2
ENSMUSG00000021357,104,56
ENSMUSG00000031347,108,59
ENSMUSG00000031343,190,87
ENSMUSG00000031342,837,425
ENSMUSG00000029128,23,14
ENSMUSG00000022718,19,13
ENSMUSG00000029120,220,122
ENSMUSG00000029121,556,292
ENSMUSG00000022710,155,80
ENSMUSG00000022711,15,8
ENSMUSG00000029125,34,18
ENSMUSG00000029126,426,232
ENSMUSG00000038346,11,8
ENSMUSG00000038347,1,1
ENSMUSG00000038344,23,11
ENSMUSG00000038342,7,4
ENSMUSG00000020409,98,56
ENSMUSG00000020400,28,15
ENSMUSG00000020402,668,351
ENSMUSG00000038349,9,6
ENSMUSG00000028651,11,6
ENSMUSG00000028653,36,17
ENSMUSG00000028655,1,1
ENSMUSG00000028654,5,3
ENSMUSG00000028657,157,82
ENSMUSG00000028656,595,299
ENSMUSG00000025159,18,9
ENSMUSG00000025158,15,10
ENSMUSG00000028467,86,45
ENSMUSG00000025155,25,12
ENSMUSG00000025154,4,2
ENSMUSG00000025157,3,2
ENSMUSG00000025156,41,22
ENSMUSG00000025151,1655,880
ENSMUSG00000025153,305,150
ENSMUSG00000008373,28,19
ENSMUSG00000049823,4,3
ENSMUSG00000088103,2,1
ENSMUSG00000043445,27,9
ENSMUSG00000039942,1,1
ENSMUSG00000087115,27,13
ENSMUSG00000038967,84,38
ENSMUSG00000028383,19,10
ENSMUSG00000028382,33,19
ENSMUSG00000028381,105,46
ENSMUSG00000028385,58,24
ENSMUSG00000028389,45,21
ENSMUSG00000032064,39,25
ENSMUSG00000032067,14,9
ENSMUSG00000052496,2,1
ENSMUSG00000021432,4,3
ENSMUSG00000024403,608,319
ENSMUSG00000024404,63,31
ENSMUSG00000086646,1,1
ENSMUSG00000005338,576,298
ENSMUSG00000049176,171,86
ENSMUSG00000032939,53,25
ENSMUSG00000032932,163,73
ENSMUSG00000086392,1,1
ENSMUSG00000020389,9,6
ENSMUSG00000027170,74,38
ENSMUSG00000027173,1,1
ENSMUSG00000020380,39,20
ENSMUSG00000020386,117,64
ENSMUSG00000020385,51,28
ENSMUSG00000027176,67,33
ENSMUSG00000056598,24,12
ENSMUSG00000004069,88,45
ENSMUSG00000006517,15,8
ENSMUSG00000031622,249,123
ENSMUSG00000031626,126,63
ENSMUSG00000031627,52,24
ENSMUSG00000031628,7,6
ENSMUSG00000034059,32,18
ENSMUSG00000070056,2,2
ENSMUSG00000034055,2,1
ENSMUSG00000073131,27,15
ENSMUSG00000082319,62,34
ENSMUSG00000073139,25,15
ENSMUSG00000029245,343,163
ENSMUSG00000029247,90,40
ENSMUSG00000029246,43,20
ENSMUSG00000029248,1,1
ENSMUSG00000069266,6,4
ENSMUSG00000069265,1,1
ENSMUSG00000046675,13,8
ENSMUSG00000083139,3,2
ENSMUSG00000046679,8,4
ENSMUSG00000061731,79,39
ENSMUSG00000035011,108,52
ENSMUSG00000075478,217,107
ENSMUSG00000075470,17,11
ENSMUSG00000045092,8,4
ENSMUSG00000045095,27,14
ENSMUSG00000045098,50,29
ENSMUSG00000042604,44,26
ENSMUSG00000045327,3,2
ENSMUSG00000087259,7,2
ENSMUSG00000032540,3,3
ENSMUSG00000032547,11,7
ENSMUSG00000032548,3,1
ENSMUSG00000039145,212,120
ENSMUSG00000024360,195,95
ENSMUSG00000024369,41,19
ENSMUSG00000061802,2,1
ENSMUSG00000000001,24,14
ENSMUSG00000005078,101,48
ENSMUSG00000078442,1,1
ENSMUSG00000015002,160,76
ENSMUSG00000059602,10,7
ENSMUSG00000017897,1,1
ENSMUSG00000032293,77,35
ENSMUSG00000041957,162,75
ENSMUSG00000041959,71,33
ENSMUSG00000041958,42,27
ENSMUSG00000081994,3,2
ENSMUSG00000083960,1,1
ENSMUSG00000083964,1,1
ENSMUSG00000085492,3,2
ENSMUSG00000055053,15,7
ENSMUSG00000031400,25,13
ENSMUSG00000000308,520,272
ENSMUSG00000057060,18,14
ENSMUSG00000057069,24,11
ENSMUSG00000029684,265,140
ENSMUSG00000064567,5,4
ENSMUSG00000061589,1,1
ENSMUSG00000050875,104,52
ENSMUSG00000064696,8,4
ENSMUSG00000064693,2,2
ENSMUSG00000023707,21,11
ENSMUSG00000055963,50,23
ENSMUSG00000062590,49,28
ENSMUSG00000062591,832,426
ENSMUSG00000000202,4,1
ENSMUSG00000036639,2,1
ENSMUSG00000036634,8,3
ENSMUSG00000036636,54,31
ENSMUSG00000002546,165,85
ENSMUSG00000036632,23,13
ENSMUSG00000091512,1,1
ENSMUSG00000091511,2,1
ENSMUSG00000091514,23,13
ENSMUSG00000038539,2,1
ENSMUSG00000035824,25,11
ENSMUSG00000038564,110,64
ENSMUSG00000038563,52,22
ENSMUSG00000038569,6,2
ENSMUSG00000019194,278,144
ENSMUSG00000018865,215,117
ENSMUSG00000066877,7,5
ENSMUSG00000030772,1471,754
ENSMUSG00000030770,48,23
ENSMUSG00000001016,125,63
ENSMUSG00000001017,80,34
ENSMUSG00000030774,344,178
ENSMUSG00000001018,12,7
ENSMUSG00000048142,54,30
ENSMUSG00000048149,10,5
ENSMUSG00000048148,5,2
ENSMUSG00000081669,1,1
ENSMUSG00000037275,40,23
ENSMUSG00000037270,234,117
ENSMUSG00000092356,10,5
ENSMUSG00000019732,4,1
ENSMUSG00000019731,8,4
ENSMUSG00000019738,21,12
ENSMUSG00000021258,33,12
ENSMUSG00000021259,193,104
ENSMUSG00000021252,37,24
ENSMUSG00000021250,145,74
ENSMUSG00000039382,33,23
ENSMUSG00000021256,14,7
ENSMUSG00000021257,2,1
ENSMUSG00000021254,26,13
ENSMUSG00000090264,2,1
ENSMUSG00000029089,6,5
ENSMUSG00000070822,73,35
ENSMUSG00000022508,110,61
ENSMUSG00000022507,51,28
ENSMUSG00000031482,4,2
ENSMUSG00000038208,11,8
ENSMUSG00000031483,77,40
ENSMUSG00000035653,93,49
ENSMUSG00000035757,6,4
ENSMUSG00000028028,7,3
ENSMUSG00000028029,132,62
ENSMUSG00000028020,247,124
ENSMUSG00000059824,42,27
ENSMUSG00000020614,3,2
ENSMUSG00000020611,13,8
ENSMUSG00000087095,4,1
ENSMUSG00000018451,148,73
ENSMUSG00000032381,10,7
ENSMUSG00000052353,19,12
ENSMUSG00000032383,102,51
ENSMUSG00000032384,18,12
ENSMUSG00000032386,53,29
ENSMUSG00000032388,30,15
ENSMUSG00000044433,44,25
ENSMUSG00000048921,2,1
ENSMUSG00000064652,7,6
ENSMUSG00000020056,17,11
ENSMUSG00000030291,28,14
ENSMUSG00000071226,6,2
ENSMUSG00000033161,1580,833
ENSMUSG00000033166,25,13
ENSMUSG00000024613,33,17
ENSMUSG00000056608,45,23
ENSMUSG00000024614,154,81
ENSMUSG00000024617,6471,3355
ENSMUSG00000026610,4,1
ENSMUSG00000026617,111,55
ENSMUSG00000026615,229,104
ENSMUSG00000026614,3,2
ENSMUSG00000026618,90,42
ENSMUSG00000059040,22,13
ENSMUSG00000021983,22,10
ENSMUSG00000042992,40,23
ENSMUSG00000042997,2,1
ENSMUSG00000003948,235,118
ENSMUSG00000003949,25,16
ENSMUSG00000040842,16,6
ENSMUSG00000040843,116,65
ENSMUSG00000004631,30,15
ENSMUSG00000004633,7,3
ENSMUSG00000022390,34,19
ENSMUSG00000089555,2,1
ENSMUSG00000027452,9,3
ENSMUSG00000006705,10,6
ENSMUSG00000003363,1181,632
ENSMUSG00000003360,95,48
ENSMUSG00000084526,2,2
ENSMUSG00000034248,1,1
ENSMUSG00000074664,1,1
ENSMUSG00000043346,1,1
ENSMUSG00000046191,33,12
ENSMUSG00000008855,70,38
ENSMUSG00000028923,3,2
ENSMUSG00000028920,33,19
ENSMUSG00000008859,123,54
ENSMUSG00000028926,151,80
ENSMUSG00000017132,22,12
ENSMUSG00000079316,14,7
ENSMUSG00000079311,1,1
ENSMUSG00000027455,42,25
ENSMUSG00000042436,1,1
ENSMUSG00000042439,43,24
ENSMUSG00000059834,3,1
ENSMUSG00000017686,126,62
ENSMUSG00000035891,20,12
ENSMUSG00000044770,11,3
ENSMUSG00000081739,1,1
ENSMUSG00000063317,31,18
ENSMUSG00000048175,39,22
ENSMUSG00000086935,2,1
ENSMUSG00000031168,8,5
ENSMUSG00000092460,2,2
ENSMUSG00000006288,22,11
ENSMUSG00000031167,5,3
ENSMUSG00000034412,20,10
ENSMUSG00000058056,2,2
ENSMUSG00000058050,1,1
ENSMUSG00000031161,40,18
ENSMUSG00000082031,1,1
ENSMUSG00000056900,22,11
ENSMUSG00000064881,4,2
ENSMUSG00000041852,131,72
ENSMUSG00000090061,15,8
ENSMUSG00000050530,82,37
ENSMUSG00000050534,29,19
ENSMUSG00000037784,9,5
ENSMUSG00000040105,19,13
ENSMUSG00000040102,8,4
ENSMUSG00000037949,14,6
ENSMUSG00000051486,18,9
ENSMUSG00000051483,121,66
ENSMUSG00000032320,162,82
ENSMUSG00000033751,71,37
ENSMUSG00000022814,22,12
ENSMUSG00000032329,185,94
ENSMUSG00000067288,11,9
ENSMUSG00000047454,182,97
ENSMUSG00000047459,213,108
ENSMUSG00000015214,55,31
ENSMUSG00000015217,4,1
ENSMUSG00000091086,2,1
ENSMUSG00000024240,37,18
ENSMUSG00000024241,44,25
ENSMUSG00000034538,6,3
ENSMUSG00000052593,16,10
ENSMUSG00000066621,105,61
ENSMUSG00000063564,1,1
ENSMUSG00000022983,43,22
ENSMUSG00000022982,111,55
ENSMUSG00000063568,35,18
ENSMUSG00000053930,165,90
ENSMUSG00000029701,77,45
ENSMUSG00000059995,30,14
ENSMUSG00000033361,8,5
ENSMUSG00000033365,36,19
ENSMUSG00000033364,59,36
ENSMUSG00000021868,17,11
ENSMUSG00000039994,1,1
ENSMUSG00000039990,49,26
ENSMUSG00000021866,41,19
ENSMUSG00000021794,130,58
ENSMUSG00000037845,8,4
ENSMUSG00000037846,1,1
ENSMUSG00000037847,4,2
ENSMUSG00000037843,82,44
ENSMUSG00000037594,8,6
ENSMUSG00000036469,22,14
ENSMUSG00000036466,13,6
ENSMUSG00000062381,122,62
ENSMUSG00000062380,187,106
ENSMUSG00000038489,5,2
ENSMUSG00000038485,12,6
ENSMUSG00000038481,14,7
ENSMUSG00000038482,14,6
ENSMUSG00000038736,74,35
ENSMUSG00000049421,97,53
ENSMUSG00000049420,122,63
ENSMUSG00000038733,101,55
ENSMUSG00000067931,14,7
ENSMUSG00000038738,117,63
ENSMUSG00000030101,30,11
ENSMUSG00000030102,1351,704
ENSMUSG00000037331,58,26
ENSMUSG00000030105,458,241
ENSMUSG00000027854,32,16
ENSMUSG00000027852,9,4
ENSMUSG00000020807,7,4
ENSMUSG00000027858,5,2
ENSMUSG00000031858,55,31
ENSMUSG00000023571,11,7
ENSMUSG00000023572,98,50
ENSMUSG00000031278,450,230
ENSMUSG00000026893,4,2
ENSMUSG00000026895,128,74
ENSMUSG00000026894,2,1
ENSMUSG00000003429,14,10
ENSMUSG00000039461,3,2
ENSMUSG00000039463,35,18
ENSMUSG00000030223,31,19
ENSMUSG00000089824,60,9
ENSMUSG00000030225,3,2
ENSMUSG00000034732,5,5
ENSMUSG00000034731,55,28
ENSMUSG00000034730,164,80
ENSMUSG00000048482,132,71
ENSMUSG00000034738,1,1
ENSMUSG00000048486,15,6
ENSMUSG00000021044,40,19
ENSMUSG00000032777,219,115
ENSMUSG00000032773,343,187
ENSMUSG00000029547,78,43
ENSMUSG00000029544,57,30
ENSMUSG00000045624,119,60
ENSMUSG00000028497,10,3
ENSMUSG00000028495,15,8
ENSMUSG00000074259,2,2
ENSMUSG00000024130,98,53
ENSMUSG00000024132,4,2
ENSMUSG00000024135,27,15
ENSMUSG00000024137,28,9
ENSMUSG00000044573,10,7
ENSMUSG00000045193,77,43
ENSMUSG00000032193,28,16
ENSMUSG00000032192,243,123
ENSMUSG00000032194,2,1
ENSMUSG00000032199,12,8
ENSMUSG00000081905,1,1
ENSMUSG00000081907,2,1
ENSMUSG00000024797,62,33
ENSMUSG00000024790,7,2
ENSMUSG00000024792,46,24
ENSMUSG00000024799,2,1
ENSMUSG00000087687,44,25
ENSMUSG00000087686,6,4
ENSMUSG00000043929,44,24
ENSMUSG00000024867,111,57
ENSMUSG00000024862,386,193
ENSMUSG00000087532,8,2
ENSMUSG00000082336,2,1
ENSMUSG00000082332,1,1
ENSMUSG00000030849,41,32
ENSMUSG00000026798,19,9
ENSMUSG00000026799,57,29
ENSMUSG00000026796,1,1
ENSMUSG00000026797,1096,561
ENSMUSG00000030847,33,14
ENSMUSG00000030846,75,39
ENSMUSG00000026792,21,10
ENSMUSG00000026790,50,28
ENSMUSG00000026791,6,3
ENSMUSG00000040479,302,170
ENSMUSG00000022855,51,28
ENSMUSG00000040472,61,26
ENSMUSG00000082484,1,1
ENSMUSG00000026421,8,4
ENSMUSG00000026424,1,1
ENSMUSG00000026425,135,71
ENSMUSG00000026426,243,126
ENSMUSG00000026427,12,6
ENSMUSG00000091688,11,3
ENSMUSG00000047126,2664,1385
ENSMUSG00000020669,6,3
ENSMUSG00000022361,159,86
ENSMUSG00000006134,34,19
ENSMUSG00000065642,4,2
ENSMUSG00000014349,81,40
ENSMUSG00000053950,72,33
ENSMUSG00000064267,1,2
ENSMUSG00000049288,19,10
ENSMUSG00000087949,4,2
ENSMUSG00000078851,72,44
ENSMUSG00000057254,6,5
ENSMUSG00000017499,1,1
ENSMUSG00000017491,2,2
ENSMUSG00000017493,157,71
ENSMUSG00000079104,17,9
ENSMUSG00000055421,183,95
ENSMUSG00000041468,16,10
ENSMUSG00000055447,234,122
ENSMUSG00000075054,1,1
ENSMUSG00000027573,60,27
ENSMUSG00000040280,4,3
ENSMUSG00000040734,4,2
ENSMUSG00000040731,410,200
ENSMUSG00000040738,40,19
ENSMUSG00000052144,40,23
ENSMUSG00000052146,12,6
ENSMUSG00000015396,1,1
ENSMUSG00000025223,140,70
ENSMUSG00000025221,118,55
ENSMUSG00000025220,319,162
ENSMUSG00000025227,5,3
ENSMUSG00000025226,10,5
ENSMUSG00000025224,202,99
ENSMUSG00000025228,254,130
ENSMUSG00000060176,9,3
ENSMUSG00000023977,72,40
ENSMUSG00000023971,9,5
ENSMUSG00000023973,39,24
ENSMUSG00000023972,11,4
ENSMUSG00000062995,152,76
ENSMUSG00000037742,77,44
ENSMUSG00000019979,20,12
ENSMUSG00000019975,13,5
ENSMUSG00000019977,27,15
ENSMUSG00000019970,162,87
ENSMUSG00000019971,12,8
ENSMUSG00000063488,1,1
ENSMUSG00000034839,79,43
ENSMUSG00000063480,10,5
ENSMUSG00000020303,2,1
ENSMUSG00000020300,96,50
ENSMUSG00000064105,42,18
ENSMUSG00000070426,27,15
ENSMUSG00000020305,56,23
ENSMUSG00000020309,9,6
ENSMUSG00000080965,1,1
ENSMUSG00000024646,31,18
ENSMUSG00000054277,64,30
ENSMUSG00000019027,6,3
ENSMUSG00000033669,15,7
ENSMUSG00000026224,1,1
ENSMUSG00000026220,5,3
ENSMUSG00000026229,346,187
ENSMUSG00000073422,31,16
ENSMUSG00000073423,5,2
ENSMUSG00000073424,1,1
ENSMUSG00000060904,119,63
ENSMUSG00000038671,38,18
ENSMUSG00000038679,5,2
ENSMUSG00000003518,43,27
ENSMUSG00000030310,12,4
ENSMUSG00000030313,181,95
ENSMUSG00000030315,8,3
ENSMUSG00000030314,25,15
ENSMUSG00000030317,4,3
ENSMUSG00000073650,11,5
ENSMUSG00000042246,2,1
ENSMUSG00000005823,16,7
ENSMUSG00000003484,1,1
ENSMUSG00000073656,9,2
ENSMUSG00000072594,2,2
ENSMUSG00000026914,196,97
ENSMUSG00000026915,165,83
ENSMUSG00000026917,58,21
ENSMUSG00000035367,20,11
ENSMUSG00000026918,52,27
ENSMUSG00000022212,1325,695
ENSMUSG00000022211,17,10
ENSMUSG00000022210,9,6
ENSMUSG00000022214,40,19
ENSMUSG00000028518,18,13
ENSMUSG00000060534,82,43
ENSMUSG00000028514,114,55
ENSMUSG00000043716,27,13
ENSMUSG00000046546,1,1
ENSMUSG00000068823,321,168
ENSMUSG00000042046,61,31
ENSMUSG00000004880,18,12
ENSMUSG00000042043,12,6
ENSMUSG00000034940,218,109
ENSMUSG00000034949,34,20
ENSMUSG00000044949,4,3
ENSMUSG00000044948,14,4
ENSMUSG00000074194,6,4
ENSMUSG00000000560,261,138
ENSMUSG00000000563,228,113
ENSMUSG00000079478,39,18
ENSMUSG00000079470,13,7
ENSMUSG00000086566,2,1
ENSMUSG00000042446,61,30
ENSMUSG00000047626,4,1
ENSMUSG00000051768,30,14
ENSMUSG00000027639,13,5
ENSMUSG00000027636,8,1
ENSMUSG00000027637,40,28
ENSMUSG00000027634,981,498
ENSMUSG00000027630,100,49
ENSMUSG00000058488,43,23
ENSMUSG00000058486,14,9
ENSMUSG00000040532,18,9
ENSMUSG00000040536,113,61
ENSMUSG00000040537,345,180
ENSMUSG00000059689,39,22
ENSMUSG00000014932,1,1
ENSMUSG00000047085,62,34
ENSMUSG00000047084,39,20
ENSMUSG00000085148,48,23
ENSMUSG00000085145,1,1
ENSMUSG00000089648,1,1
ENSMUSG00000089640,2,1
ENSMUSG00000003657,3,2
ENSMUSG00000057359,0,7
ENSMUSG00000082699,1,1
ENSMUSG00000082691,1,1
ENSMUSG00000082693,11,5
ENSMUSG00000082697,6,4
ENSMUSG00000065470,2,1
ENSMUSG00000002012,55,27
ENSMUSG00000002010,245,127
ENSMUSG00000002017,27,11
ENSMUSG00000002015,93,61
ENSMUSG00000002014,45,26
ENSMUSG00000046020,13,4
ENSMUSG00000046027,4,2
ENSMUSG00000001802,19,11
ENSMUSG00000081340,2,2
ENSMUSG00000083270,60,23
ENSMUSG00000083279,2,1
ENSMUSG00000064264,14,10
ENSMUSG00000054074,2,2
ENSMUSG00000054079,49,32
ENSMUSG00000001098,63,33
ENSMUSG00000037149,396,206
ENSMUSG00000039656,33,17
ENSMUSG00000039652,71,42
ENSMUSG00000079737,7,4
ENSMUSG00000079733,0,1
ENSMUSG00000079738,3,2
ENSMUSG00000065990,56,26
ENSMUSG00000023328,37,19
ENSMUSG00000015605,42,16
ENSMUSG00000067161,1,1
ENSMUSG00000054920,141,71
ENSMUSG00000045482,207,109
ENSMUSG00000031428,795,414
ENSMUSG00000041343,4,4
ENSMUSG00000041341,118,59
ENSMUSG00000041346,6,4
ENSMUSG00000031422,99,54
ENSMUSG00000000326,68,41
ENSMUSG00000000325,2,2
ENSMUSG00000029135,60,31
ENSMUSG00000062078,29,12
ENSMUSG00000062075,13,6
ENSMUSG00000062070,249,127
ENSMUSG00000029131,74,34
ENSMUSG00000029130,5,4
ENSMUSG00000091825,28,15
ENSMUSG00000030037,14,3
ENSMUSG00000029009,4,3
ENSMUSG00000022051,14,8
ENSMUSG00000037022,1,1
ENSMUSG00000022052,166,87
ENSMUSG00000022055,713,467
ENSMUSG00000022054,443,151
ENSMUSG00000038264,162,85
ENSMUSG00000038267,3,3
ENSMUSG00000038260,1,1
ENSMUSG00000038268,2,3
ENSMUSG00000020562,4,3
ENSMUSG00000020561,3,1
ENSMUSG00000028758,28,14
ENSMUSG00000025588,3,1
ENSMUSG00000020564,52,27
ENSMUSG00000025586,58,33
ENSMUSG00000028756,88,46
ENSMUSG00000028757,157,83
ENSMUSG00000025582,722,355
ENSMUSG00000025583,96,46
ENSMUSG00000025580,43,27
ENSMUSG00000022580,4,3
ENSMUSG00000022587,115,52
ENSMUSG00000055125,16,8
ENSMUSG00000020695,1,1
ENSMUSG00000020694,61,30
ENSMUSG00000020697,22,10
ENSMUSG00000020691,3,2
ENSMUSG00000020692,10,5
ENSMUSG00000037966,5,2
ENSMUSG00000037965,15,10
ENSMUSG00000092845,8,3
ENSMUSG00000092841,1,1
ENSMUSG00000038880,31,12
ENSMUSG00000038884,37,21
ENSMUSG00000038886,71,40
ENSMUSG00000087013,5,3
ENSMUSG00000025050,9,6
ENSMUSG00000025059,70,37
ENSMUSG00000032308,8,6
ENSMUSG00000032309,22,11
ENSMUSG00000032300,2,2
ENSMUSG00000039130,49,25
ENSMUSG00000032306,52,26
ENSMUSG00000032307,11,7
ENSMUSG00000021779,36,24
ENSMUSG00000021771,150,80
ENSMUSG00000021770,102,54
ENSMUSG00000021773,5,4
ENSMUSG00000021772,160,80
ENSMUSG00000021775,29,15
ENSMUSG00000021774,37,22
ENSMUSG00000049036,8,4
ENSMUSG00000049038,14,7
ENSMUSG00000086763,1,1
ENSMUSG00000086762,1,1
ENSMUSG00000068663,100,51
ENSMUSG00000032878,23,15
ENSMUSG00000032875,151,84
ENSMUSG00000032872,10,5
ENSMUSG00000032870,216,111
ENSMUSG00000064128,5,2
ENSMUSG00000036377,118,58
ENSMUSG00000036376,26,18
ENSMUSG00000036372,11,6
ENSMUSG00000027346,95,49
ENSMUSG00000027347,1554,805
ENSMUSG00000027342,34,15
ENSMUSG00000048347,19,8
ENSMUSG00000027341,2,2
ENSMUSG00000027349,132,59
ENSMUSG00000030432,27,14
ENSMUSG00000037426,62,35
ENSMUSG00000030435,77,46
ENSMUSG00000037428,497,257
ENSMUSG00000027963,151,77
ENSMUSG00000027965,22,13
ENSMUSG00000027968,39,19
ENSMUSG00000031749,15,8
ENSMUSG00000006784,1,1
ENSMUSG00000006782,14,6
ENSMUSG00000023044,23,9
ENSMUSG00000023046,15,10
ENSMUSG00000071528,151,72
ENSMUSG00000073676,35,19
ENSMUSG00000009630,132,69
ENSMUSG00000092448,3,2
ENSMUSG00000034271,17,7
ENSMUSG00000034278,13,7
ENSMUSG00000083077,1,1
ENSMUSG00000004929,88,48
ENSMUSG00000010406,66,32
ENSMUSG00000045201,8,2
ENSMUSG00000045205,8,6
ENSMUSG00000032463,22,13
ENSMUSG00000032462,41,19
