ID,gene.count.original,gene.count.UMI
ENSMUSG00000032469,58,23
ENSMUSG00000032468,130,60
ENSMUSG00000006205,66,35
ENSMUSG00000024085,49,21
ENSMUSG00000024081,79,42
ENSMUSG00000024082,39,24
ENSMUSG00000024083,2558,1317
ENSMUSG00000040188,3,3
ENSMUSG00000040187,3,2
ENSMUSG00000040183,16,6
ENSMUSG00000082953,1,1
ENSMUSG00000050608,44,24
ENSMUSG00000024558,49,25
ENSMUSG00000024556,30,14
ENSMUSG00000000127,76,35
ENSMUSG00000017999,45,20
ENSMUSG00000056763,24,9
ENSMUSG00000031077,10,3
ENSMUSG00000084341,1,1
ENSMUSG00000073176,4,1
ENSMUSG00000032059,32,20
ENSMUSG00000014873,33,20
ENSMUSG00000083844,11,4
ENSMUSG00000083840,10,3
ENSMUSG00000083849,3,3
ENSMUSG00000057406,70,39
ENSMUSG00000039001,35,15
ENSMUSG00000066150,7,2
ENSMUSG00000066151,71,32
ENSMUSG00000066152,1,1
ENSMUSG00000057147,40,18
ENSMUSG00000015839,1,1
ENSMUSG00000015837,742,386
ENSMUSG00000082714,1,1
ENSMUSG00000082715,47,23
ENSMUSG00000082716,1,1
ENSMUSG00000052516,312,162
ENSMUSG00000052512,73,37
ENSMUSG00000024535,10,5
ENSMUSG00000084006,2,1
ENSMUSG00000053644,33,21
ENSMUSG00000061315,62,30
ENSMUSG00000061313,124,64
ENSMUSG00000071711,3,2
ENSMUSG00000002222,44,27
ENSMUSG00000091780,31,15
ENSMUSG00000038406,97,47
ENSMUSG00000038400,2,2
ENSMUSG00000078348,84,40
ENSMUSG00000065728,4,1
ENSMUSG00000056004,65,31
ENSMUSG00000072704,22,10
ENSMUSG00000001751,5,3
ENSMUSG00000001750,3,1
ENSMUSG00000024414,14,7
ENSMUSG00000001755,40,15
ENSMUSG00000020888,16,8
ENSMUSG00000020889,249,127
ENSMUSG00000020882,212,113
ENSMUSG00000020883,12,9
ENSMUSG00000020886,621,320
ENSMUSG00000039759,8,5
ENSMUSG00000063260,14,6
ENSMUSG00000039753,118,67
ENSMUSG00000039754,4,2
ENSMUSG00000031585,19,13
ENSMUSG00000030188,13,7
ENSMUSG00000023286,17,7
ENSMUSG00000023284,21,8
ENSMUSG00000042742,51,26
ENSMUSG00000030180,75,39
ENSMUSG00000092252,5,3
ENSMUSG00000073079,21,11
ENSMUSG00000025933,29,17
ENSMUSG00000025932,1,1
ENSMUSG00000025931,16,10
ENSMUSG00000025937,15,9
ENSMUSG00000025935,15,9
ENSMUSG00000025939,91,56
ENSMUSG00000063882,145,81
ENSMUSG00000063884,58,35
ENSMUSG00000063887,139,67
ENSMUSG00000063886,2,2
ENSMUSG00000063889,30,19
ENSMUSG00000063888,5,4
ENSMUSG00000029636,104,53
ENSMUSG00000022622,2,1
ENSMUSG00000022623,50,29
ENSMUSG00000022620,36,17
ENSMUSG00000022621,22,10
ENSMUSG00000001285,55,22
ENSMUSG00000038181,36,14
ENSMUSG00000036916,14,5
ENSMUSG00000042632,15,7
ENSMUSG00000020715,1,1
ENSMUSG00000020716,189,104
ENSMUSG00000020717,1,1
ENSMUSG00000020719,909,494
ENSMUSG00000035469,10,3
ENSMUSG00000028277,68,40
ENSMUSG00000028274,46,20
ENSMUSG00000028273,2,2
ENSMUSG00000028271,76,37
ENSMUSG00000018796,85,38
ENSMUSG00000028278,22,11
ENSMUSG00000013419,37,16
ENSMUSG00000052253,110,51
ENSMUSG00000087601,42,23
ENSMUSG00000032119,6,4
ENSMUSG00000032118,494,247
ENSMUSG00000032113,2,1
ENSMUSG00000032112,52,30
ENSMUSG00000032115,330,165
ENSMUSG00000032114,14,9
ENSMUSG00000032116,119,58
ENSMUSG00000071341,75,39
ENSMUSG00000071340,3,1
ENSMUSG00000024713,3,2
ENSMUSG00000060510,47,25
ENSMUSG00000029209,18,10
ENSMUSG00000026718,139,77
ENSMUSG00000029208,21,8
ENSMUSG00000086260,5,1
ENSMUSG00000003863,224,127
ENSMUSG00000086268,2,1
ENSMUSG00000003868,35,16
ENSMUSG00000007379,1,1
ENSMUSG00000040964,5,2
ENSMUSG00000081604,2,1
ENSMUSG00000081603,15,4
ENSMUSG00000081600,3,3
ENSMUSG00000085516,4,3
ENSMUSG00000075874,2,1
ENSMUSG00000006423,18,9
ENSMUSG00000084645,6,3
ENSMUSG00000003131,318,166
ENSMUSG00000003135,51,22
ENSMUSG00000003134,8,4
ENSMUSG00000043223,1,1
ENSMUSG00000074582,89,47
ENSMUSG00000008958,22,13
ENSMUSG00000034471,2,1
ENSMUSG00000034473,31,15
ENSMUSG00000046470,1,1
ENSMUSG00000009394,632,359
ENSMUSG00000042570,14,10
ENSMUSG00000042572,76,37
ENSMUSG00000042579,1,1
ENSMUSG00000017764,14,7
ENSMUSG00000002428,39,19
ENSMUSG00000017760,132,69
ENSMUSG00000079184,109,56
ENSMUSG00000078580,2,2
ENSMUSG00000078584,16,7
ENSMUSG00000035704,3,3
ENSMUSG00000078587,21,11
ENSMUSG00000048232,85,44
ENSMUSG00000058392,1,1
ENSMUSG00000024487,42,23
ENSMUSG00000055373,50,25
ENSMUSG00000055371,48,25
ENSMUSG00000052419,3,2
ENSMUSG00000064960,12,5
ENSMUSG00000041794,27,17
ENSMUSG00000034845,2,1
ENSMUSG00000040220,31,18
ENSMUSG00000040225,280,156
ENSMUSG00000048503,14,7
ENSMUSG00000059119,127,67
ENSMUSG00000056131,30,15
ENSMUSG00000057841,9,4
ENSMUSG00000067430,47,24
ENSMUSG00000015312,26,17
ENSMUSG00000085255,1,1
ENSMUSG00000047248,27,16
ENSMUSG00000047246,3,2
ENSMUSG00000047242,46,28
ENSMUSG00000057265,5,3
ENSMUSG00000052726,67,36
ENSMUSG00000052727,2640,1389
ENSMUSG00000016150,125,65
ENSMUSG00000054766,71,35
ENSMUSG00000091989,3,2
ENSMUSG00000064181,23,15
ENSMUSG00000018001,35,18
ENSMUSG00000061298,50,19
ENSMUSG00000018008,3,1
ENSMUSG00000013921,375,199
ENSMUSG00000025722,16,8
ENSMUSG00000062753,8,4
ENSMUSG00000025724,63,29
ENSMUSG00000060450,401,216
ENSMUSG00000054181,1,1
ENSMUSG00000033557,30,15
ENSMUSG00000033554,32,18
ENSMUSG00000036707,213,107
ENSMUSG00000091421,130,61
ENSMUSG00000049305,26,11
ENSMUSG00000060981,35,16
ENSMUSG00000049303,66,33
ENSMUSG00000049300,8,3
ENSMUSG00000060989,8,4
ENSMUSG00000060988,21,11
ENSMUSG00000037071,13,4
ENSMUSG00000037070,4,2
ENSMUSG00000037072,78,41
ENSMUSG00000037075,45,22
ENSMUSG00000031958,2,1
ENSMUSG00000031959,46,27
ENSMUSG00000031951,10,3
ENSMUSG00000031954,92,45
ENSMUSG00000031955,44,27
ENSMUSG00000032360,1,1
ENSMUSG00000030393,10,6
ENSMUSG00000030397,101,52
ENSMUSG00000025427,32,20
ENSMUSG00000033009,199,108
ENSMUSG00000022292,6,3
ENSMUSG00000022296,24,10
ENSMUSG00000022295,757,403
ENSMUSG00000026999,2,2
ENSMUSG00000026991,116,55
ENSMUSG00000056856,5,5
ENSMUSG00000056854,4,2
ENSMUSG00000025428,1462,787
ENSMUSG00000039542,966,491
ENSMUSG00000039546,34,16
ENSMUSG00000039545,3,1
ENSMUSG00000028848,4,3
ENSMUSG00000028849,222,108
ENSMUSG00000028847,117,65
ENSMUSG00000028840,14,8
ENSMUSG00000028842,19,5
ENSMUSG00000028843,299,154
ENSMUSG00000034674,3,2
ENSMUSG00000034675,406,218
ENSMUSG00000034673,26,13
ENSMUSG00000021670,284,141
ENSMUSG00000021671,58,27
ENSMUSG00000029469,93,49
ENSMUSG00000021676,685,340
ENSMUSG00000029467,1857,996
ENSMUSG00000032633,30,21
ENSMUSG00000029461,196,104
ENSMUSG00000029463,60,28
ENSMUSG00000029462,200,91
ENSMUSG00000042772,119,56
ENSMUSG00000042770,184,93
ENSMUSG00000012640,33,19
ENSMUSG00000069114,12,5
ENSMUSG00000025742,37,21
ENSMUSG00000025743,67,33
ENSMUSG00000049892,350,185
ENSMUSG00000049891,27,13
ENSMUSG00000038390,91,54
ENSMUSG00000038393,1,1
ENSMUSG00000038398,45,22
ENSMUSG00000028333,31,16
ENSMUSG00000028330,109,64
ENSMUSG00000028331,6,4
ENSMUSG00000028337,15,8
ENSMUSG00000028334,18,9
ENSMUSG00000086878,3,1
ENSMUSG00000032096,177,91
ENSMUSG00000032097,208,107
ENSMUSG00000086873,1,1
ENSMUSG00000086877,2,2
ENSMUSG00000020100,4,1
ENSMUSG00000020102,54,24
ENSMUSG00000020107,45,24
ENSMUSG00000020109,101,45
ENSMUSG00000020108,30,15
ENSMUSG00000033943,102,45
ENSMUSG00000044320,6,2
ENSMUSG00000043801,2,1
ENSMUSG00000058402,1,1
ENSMUSG00000058407,41,20
ENSMUSG00000024908,165,80
ENSMUSG00000024906,22,8
ENSMUSG00000024901,28,17
ENSMUSG00000024900,2,1
ENSMUSG00000024902,65,38
ENSMUSG00000087471,2,1
ENSMUSG00000031513,63,29
ENSMUSG00000004383,276,148
ENSMUSG00000080844,1,1
ENSMUSG00000031516,197,104
ENSMUSG00000080849,14,5
ENSMUSG00000005656,46,24
ENSMUSG00000026504,28,14
ENSMUSG00000026502,4,2
ENSMUSG00000026500,7,4
ENSMUSG00000026509,41,20
ENSMUSG00000047003,3,1
ENSMUSG00000085722,1,1
ENSMUSG00000009927,45,23
ENSMUSG00000077261,4,1
ENSMUSG00000091956,13,8
ENSMUSG00000006678,16,7
ENSMUSG00000006673,292,130
ENSMUSG00000016319,15,7
ENSMUSG00000006676,148,78
ENSMUSG00000006675,122,57
ENSMUSG00000047910,18,10
ENSMUSG00000014226,129,64
ENSMUSG00000083764,16,5
ENSMUSG00000083768,2,1
ENSMUSG00000001542,42,18
ENSMUSG00000045515,18,9
ENSMUSG00000030657,54,22
ENSMUSG00000009216,9,6
ENSMUSG00000015575,5,3
ENSMUSG00000078794,11,3
ENSMUSG00000083183,8,3
ENSMUSG00000079228,13,5
ENSMUSG00000079225,1,1
ENSMUSG00000010064,4,1
ENSMUSG00000010067,13,8
ENSMUSG00000010066,8,4
ENSMUSG00000000631,173,94
ENSMUSG00000000632,843,420
ENSMUSG00000081853,1,1
ENSMUSG00000066952,9,5
ENSMUSG00000014769,223,118
ENSMUSG00000014763,110,56
ENSMUSG00000014767,34,14
ENSMUSG00000090119,15,6
ENSMUSG00000090110,1,1
ENSMUSG00000090112,79,36
ENSMUSG00000090115,1,1
ENSMUSG00000055652,1,1
ENSMUSG00000040078,16,10
ENSMUSG00000072722,3,3
ENSMUSG00000052026,75,44
ENSMUSG00000063531,658,332
ENSMUSG00000025508,128,63
ENSMUSG00000025509,9,6
ENSMUSG00000056305,39,21
ENSMUSG00000023830,227,107
ENSMUSG00000023832,1,1
ENSMUSG00000052681,112,54
ENSMUSG00000035835,28,14
ENSMUSG00000038807,62,33
ENSMUSG00000038806,53,31
ENSMUSG00000020902,1,1
ENSMUSG00000053080,15,9
ENSMUSG00000068551,12,5
ENSMUSG00000066538,0,5
ENSMUSG00000052837,290,157
ENSMUSG00000020027,1,1
ENSMUSG00000020024,15,8
ENSMUSG00000020022,103,53
ENSMUSG00000020023,45,20
ENSMUSG00000020029,11,5
ENSMUSG00000021994,2,1
ENSMUSG00000021996,32,15
ENSMUSG00000021991,334,170
ENSMUSG00000021990,2,2
ENSMUSG00000021993,51,27
ENSMUSG00000033295,24,8
ENSMUSG00000033294,15,10
ENSMUSG00000039860,40,18
ENSMUSG00000090948,6,3
ENSMUSG00000090946,1,1
ENSMUSG00000030922,9,6
ENSMUSG00000030929,7,3
ENSMUSG00000019143,17,13
ENSMUSG00000019146,11,7
ENSMUSG00000036510,144,79
ENSMUSG00000036513,7,6
ENSMUSG00000033740,9,3
ENSMUSG00000072235,50,23
ENSMUSG00000045333,14,6
ENSMUSG00000073543,76,34
ENSMUSG00000073542,8,4
ENSMUSG00000003418,9,4
ENSMUSG00000026078,32,15
ENSMUSG00000026077,42,25
ENSMUSG00000003411,27,10
ENSMUSG00000026074,61,26
ENSMUSG00000026072,3,1
ENSMUSG00000030216,165,86
ENSMUSG00000030213,150,75
ENSMUSG00000069631,28,14
ENSMUSG00000049516,58,30
ENSMUSG00000038028,21,11
ENSMUSG00000038023,16,10
ENSMUSG00000038022,17,8
ENSMUSG00000038020,168,83
ENSMUSG00000038026,35,15
ENSMUSG00000038025,33,16
ENSMUSG00000047945,3,3
ENSMUSG00000022314,194,94
ENSMUSG00000022312,69,31
ENSMUSG00000022313,14,6
ENSMUSG00000022311,85,43
ENSMUSG00000035198,20,10
ENSMUSG00000035199,277,141
ENSMUSG00000069094,8,4
ENSMUSG00000090862,16,8
ENSMUSG00000048644,104,55
ENSMUSG00000046229,29,15
ENSMUSG00000043618,5,1
ENSMUSG00000048648,1,1
ENSMUSG00000043614,13,6
ENSMUSG00000089917,8,4
ENSMUSG00000089911,49,28
ENSMUSG00000045752,14,9
ENSMUSG00000034825,40,17
ENSMUSG00000034820,59,34
ENSMUSG00000031214,65,34
ENSMUSG00000071855,50,31
ENSMUSG00000071856,4,2
ENSMUSG00000031210,5,2
ENSMUSG00000007880,114,61
ENSMUSG00000007888,18,8
ENSMUSG00000046095,1,1
ENSMUSG00000079641,27,12
ENSMUSG00000045287,75,40
ENSMUSG00000045284,83,37
ENSMUSG00000024008,17,12
ENSMUSG00000024006,6,3
ENSMUSG00000024007,11,8
ENSMUSG00000024002,145,76
ENSMUSG00000044150,13,7
ENSMUSG00000044155,112,54
ENSMUSG00000001833,823,423
ENSMUSG00000041506,13,7
ENSMUSG00000024357,35,19
ENSMUSG00000019470,60,31
ENSMUSG00000040675,15,8
ENSMUSG00000027067,231,117
ENSMUSG00000051154,105,55
ENSMUSG00000000876,6,4
ENSMUSG00000082247,3,1
ENSMUSG00000089628,7,4
ENSMUSG00000026335,301,156
ENSMUSG00000003992,45,20
ENSMUSG00000057411,23,16
ENSMUSG00000026333,12,6
ENSMUSG00000026339,32,18
ENSMUSG00000082791,19,8
ENSMUSG00000065738,7,1
ENSMUSG00000085680,14,7
ENSMUSG00000085687,2,1
ENSMUSG00000083688,7,2
ENSMUSG00000021532,13,8
ENSMUSG00000061397,1,1
ENSMUSG00000083686,1,1
ENSMUSG00000083681,5,4
ENSMUSG00000061390,1,1
ENSMUSG00000089072,6,3
ENSMUSG00000064068,29,16
ENSMUSG00000064063,48,27
ENSMUSG00000064061,200,102
ENSMUSG00000064065,12,6
ENSMUSG00000083536,3,1
ENSMUSG00000088308,3,1
ENSMUSG00000051978,12,7
ENSMUSG00000029638,3,1
ENSMUSG00000092708,6,2
ENSMUSG00000002804,6,2
ENSMUSG00000002803,24,11
ENSMUSG00000002808,120,64
ENSMUSG00000037622,72,36
ENSMUSG00000037624,7,6
ENSMUSG00000037625,2,2
ENSMUSG00000037627,1,1
ENSMUSG00000015016,5,4
ENSMUSG00000054808,88,48
ENSMUSG00000090639,28,18
ENSMUSG00000041263,177,87
ENSMUSG00000041264,25,11
ENSMUSG00000000409,1,1
ENSMUSG00000090630,17,9
ENSMUSG00000091942,1,1
ENSMUSG00000022159,31,16
ENSMUSG00000022151,93,50
ENSMUSG00000066357,147,80
ENSMUSG00000038102,158,77
ENSMUSG00000036990,39,17
ENSMUSG00000036992,11,5
ENSMUSG00000063808,43,18
ENSMUSG00000063800,42,21
ENSMUSG00000072800,4,2
ENSMUSG00000020799,6,3
ENSMUSG00000020790,71,36
ENSMUSG00000020792,131,66
ENSMUSG00000020794,64,32
ENSMUSG00000013495,25,13
ENSMUSG00000028145,109,54
ENSMUSG00000025316,9,6
ENSMUSG00000038705,28,15
ENSMUSG00000028140,50,30
ENSMUSG00000028149,484,253
ENSMUSG00000025318,95,41
ENSMUSG00000039278,122,62
ENSMUSG00000039270,206,96
ENSMUSG00000039275,26,16
ENSMUSG00000068299,4,1
ENSMUSG00000068290,61,31
ENSMUSG00000062861,4,2
ENSMUSG00000062866,3,1
ENSMUSG00000062867,22,13
ENSMUSG00000022948,1,1
ENSMUSG00000021546,197,111
ENSMUSG00000003410,184,90
ENSMUSG00000021540,15,4
ENSMUSG00000021548,107,50
ENSMUSG00000021549,69,34
ENSMUSG00000068747,1050,552
ENSMUSG00000068744,10,8
ENSMUSG00000068742,108,66
ENSMUSG00000068740,379,207
ENSMUSG00000068749,24,16
ENSMUSG00000068748,41,19
ENSMUSG00000086157,1,1
ENSMUSG00000020739,10,6
ENSMUSG00000054477,184,97
ENSMUSG00000027263,31,14
ENSMUSG00000033460,112,57
ENSMUSG00000033467,3,2
ENSMUSG00000037541,175,93
ENSMUSG00000004771,346,168
ENSMUSG00000027881,32,19
ENSMUSG00000027883,12,8
ENSMUSG00000027882,1,1
ENSMUSG00000027884,36,16
ENSMUSG00000027886,2,1
ENSMUSG00000027889,94,49
ENSMUSG00000028251,29,12
ENSMUSG00000071644,28,11
ENSMUSG00000071645,13,10
ENSMUSG00000071646,68,39
ENSMUSG00000042447,26,17
ENSMUSG00000026131,307,152
ENSMUSG00000071649,20,13
ENSMUSG00000026134,8,7
ENSMUSG00000026135,46,20
ENSMUSG00000034165,2,2
ENSMUSG00000034163,51,28
ENSMUSG00000074500,7,4
ENSMUSG00000003208,16,9
ENSMUSG00000049494,34,17
ENSMUSG00000003200,21,11
ENSMUSG00000046387,24,14
ENSMUSG00000046380,13,7
ENSMUSG00000049728,21,9
ENSMUSG00000030733,44,25
ENSMUSG00000007458,41,23
ENSMUSG00000059970,169,86
ENSMUSG00000059974,289,152
ENSMUSG00000059975,21,9
ENSMUSG00000034781,92,49
ENSMUSG00000034789,43,27
ENSMUSG00000083338,3,1
ENSMUSG00000008333,49,23
ENSMUSG00000028423,114,66
ENSMUSG00000028420,9,6
ENSMUSG00000028426,445,212
ENSMUSG00000089896,2,2
ENSMUSG00000035781,125,59
ENSMUSG00000077733,2,2
ENSMUSG00000077737,7,5
ENSMUSG00000045128,32,19
ENSMUSG00000032786,162,71
ENSMUSG00000027429,99,48
ENSMUSG00000032782,3,2
ENSMUSG00000032788,63,30
ENSMUSG00000084947,1,1
ENSMUSG00000034203,24,13
ENSMUSG00000079671,195,102
ENSMUSG00000074282,1,1
ENSMUSG00000074280,3,2
ENSMUSG00000032252,51,25
ENSMUSG00000032253,133,59
ENSMUSG00000079677,11,6
ENSMUSG00000032251,59,27
ENSMUSG00000058317,148,79
ENSMUSG00000024218,59,26
ENSMUSG00000024217,9,5
ENSMUSG00000000247,19,9
ENSMUSG00000024211,1,1
ENSMUSG00000024213,159,84
ENSMUSG00000024212,18,11
ENSMUSG00000061979,1,1
ENSMUSG00000051695,406,202
ENSMUSG00000041718,1,1
ENSMUSG00000041710,63,32
ENSMUSG00000041712,68,33
ENSMUSG00000041716,17,4
ENSMUSG00000005142,47,23
ENSMUSG00000005148,9,5
ENSMUSG00000047712,62,33
ENSMUSG00000047710,77,37
ENSMUSG00000047714,24,11
ENSMUSG00000047719,5,2
ENSMUSG00000059195,12,8
ENSMUSG00000027742,42,20
ENSMUSG00000027746,27,13
ENSMUSG00000027748,150,77
ENSMUSG00000000934,14,5
ENSMUSG00000025980,82,41
ENSMUSG00000031197,72,39
ENSMUSG00000034709,54,32
ENSMUSG00000057594,35,17
ENSMUSG00000078480,3,3
ENSMUSG00000001520,3,2
ENSMUSG00000051346,2,1
ENSMUSG00000004233,14,6
ENSMUSG00000051344,52,23
ENSMUSG00000051343,34,18
ENSMUSG00000054057,2,1
ENSMUSG00000021072,73,35
ENSMUSG00000082458,4,1
ENSMUSG00000082454,316,156
ENSMUSG00000021076,248,135
ENSMUSG00000084129,5,4
ENSMUSG00000016481,10,7
ENSMUSG00000016487,4,2
ENSMUSG00000050908,21,8
ENSMUSG00000050904,6,4
ENSMUSG00000050900,4,2
ENSMUSG00000040025,63,28
ENSMUSG00000083477,24,13
ENSMUSG00000083474,5,1
ENSMUSG00000040029,85,46
ENSMUSG00000045822,18,11
ENSMUSG00000045827,5,3
ENSMUSG00000045826,1,1
ENSMUSG00000002307,31,15
ENSMUSG00000053453,73,33
ENSMUSG00000091354,6,3
ENSMUSG00000017286,141,71
ENSMUSG00000002308,9,4
ENSMUSG00000074811,8,6
ENSMUSG00000034111,15,6
ENSMUSG00000036781,10,5
ENSMUSG00000036782,77,37
ENSMUSG00000018999,47,21
ENSMUSG00000018995,12,5
ENSMUSG00000037166,1,1
ENSMUSG00000037787,39,17
ENSMUSG00000037788,57,23
ENSMUSG00000020964,460,241
ENSMUSG00000020962,33,19
ENSMUSG00000020961,2,1
ENSMUSG00000063108,27,13
ENSMUSG00000030067,248,136
ENSMUSG00000007892,3,3
ENSMUSG00000030064,5,4
ENSMUSG00000030062,287,144
ENSMUSG00000030061,99,51
ENSMUSG00000030060,20,10
ENSMUSG00000067148,24,15
ENSMUSG00000048039,1,1
ENSMUSG00000031337,1,1
ENSMUSG00000031333,74,35
ENSMUSG00000019647,2,2
ENSMUSG00000025876,104,49
ENSMUSG00000025872,57,27
ENSMUSG00000025873,75,40
ENSMUSG00000025870,8,5
ENSMUSG00000025871,34,17
ENSMUSG00000025878,4,2
ENSMUSG00000021366,6,3
ENSMUSG00000021364,4,1
ENSMUSG00000021365,55,28
ENSMUSG00000073240,14,6
ENSMUSG00000021361,36,20
ENSMUSG00000021368,29,11
ENSMUSG00000062270,199,93
ENSMUSG00000061778,22,10
ENSMUSG00000036810,7,5
ENSMUSG00000036815,23,13
ENSMUSG00000036817,110,50
ENSMUSG00000036819,20,13
ENSMUSG00000025538,10,6
ENSMUSG00000029173,7,5
ENSMUSG00000025534,4,2
ENSMUSG00000029176,101,53
ENSMUSG00000029175,43,24
ENSMUSG00000029174,93,46
ENSMUSG00000029179,6,4
ENSMUSG00000029178,16,10
ENSMUSG00000025290,10,5
ENSMUSG00000022477,522,276
ENSMUSG00000022476,38,20
ENSMUSG00000022474,126,70
ENSMUSG00000022472,45,22
ENSMUSG00000022471,20,10
ENSMUSG00000038319,17,7
ENSMUSG00000035545,21,11
ENSMUSG00000038312,3,2
ENSMUSG00000020189,97,51
ENSMUSG00000020181,50,26
ENSMUSG00000020180,140,69
ENSMUSG00000020183,4,2
ENSMUSG00000020184,24,10
ENSMUSG00000018697,28,16
ENSMUSG00000025128,35,16
ENSMUSG00000049811,3,2
ENSMUSG00000052192,6,4
ENSMUSG00000087169,2,1
ENSMUSG00000029366,34,22
ENSMUSG00000032018,64,31
ENSMUSG00000052446,3,1
ENSMUSG00000032010,103,65
ENSMUSG00000032011,1447,739
ENSMUSG00000032012,39,19
ENSMUSG00000029363,12,6
ENSMUSG00000023980,14,6
ENSMUSG00000023988,54,29
ENSMUSG00000003808,24,14
ENSMUSG00000043889,1,1
ENSMUSG00000043885,26,16
ENSMUSG00000043881,114,56
ENSMUSG00000024457,10,6
ENSMUSG00000024456,102,48
ENSMUSG00000060257,11,6
ENSMUSG00000059237,1,1
ENSMUSG00000024459,1,1
ENSMUSG00000053716,96,49
ENSMUSG00000049106,55,31
ENSMUSG00000024981,74,39
ENSMUSG00000024983,49,29
ENSMUSG00000024982,15,7
ENSMUSG00000086697,1,2
ENSMUSG00000086693,1,1
ENSMUSG00000032905,61,33
ENSMUSG00000026587,578,312
ENSMUSG00000026585,976,509
ENSMUSG00000026584,26,14
ENSMUSG00000059355,9,5
ENSMUSG00000027180,84,43
ENSMUSG00000070490,1,1
ENSMUSG00000033054,29,16
ENSMUSG00000033053,4,1
ENSMUSG00000041362,32,20
ENSMUSG00000027188,2,1
ENSMUSG00000027189,170,87
ENSMUSG00000070498,29,17
ENSMUSG00000033059,334,168
ENSMUSG00000030505,21,12
ENSMUSG00000030500,9,5
ENSMUSG00000031511,133,70
ENSMUSG00000030509,30,13
ENSMUSG00000070729,94,54
ENSMUSG00000043670,43,20
ENSMUSG00000072653,2,1
ENSMUSG00000003500,47,26
ENSMUSG00000083327,102,53
ENSMUSG00000058900,4,1
ENSMUSG00000003072,201,104
ENSMUSG00000003070,1,1
ENSMUSG00000034088,274,151
ENSMUSG00000036622,54,29
ENSMUSG00000034083,19,11
ENSMUSG00000009741,28,14
ENSMUSG00000084453,5,4
ENSMUSG00000034336,219,112
ENSMUSG00000034334,19,8
ENSMUSG00000005899,49,26
ENSMUSG00000005897,20,11
ENSMUSG00000005893,91,48
ENSMUSG00000009291,16,7
ENSMUSG00000009292,18,11
ENSMUSG00000009293,47,27
ENSMUSG00000069255,5,2
ENSMUSG00000083104,2,1
ENSMUSG00000035064,31,17
ENSMUSG00000035067,2,1
ENSMUSG00000082852,4,2
ENSMUSG00000002679,34,21
ENSMUSG00000045594,49,22
ENSMUSG00000045598,17,9
ENSMUSG00000041035,67,28
ENSMUSG00000041037,31,21
ENSMUSG00000078713,25,10
ENSMUSG00000066232,364,179
ENSMUSG00000008167,1,1
ENSMUSG00000058298,6,2
ENSMUSG00000058297,972,501
ENSMUSG00000058290,3,1
ENSMUSG00000058291,38,20
ENSMUSG00000044641,2,1
ENSMUSG00000044645,3,2
ENSMUSG00000044646,1,1
ENSMUSG00000044647,116,63
ENSMUSG00000018395,464,234
ENSMUSG00000001323,254,118
ENSMUSG00000041695,21,11
ENSMUSG00000041697,124,73
ENSMUSG00000058126,57,28
ENSMUSG00000050730,1,1
ENSMUSG00000018398,269,149
ENSMUSG00000041966,4,4
ENSMUSG00000041961,2,2
ENSMUSG00000055523,4,2
ENSMUSG00000067370,2,2
ENSMUSG00000067377,16,10
ENSMUSG00000061787,20,10
ENSMUSG00000051062,42,26
ENSMUSG00000051067,32,18
ENSMUSG00000051065,16,8
ENSMUSG00000014980,3,2
ENSMUSG00000047694,12,9
ENSMUSG00000057963,21,16
ENSMUSG00000066807,7,4
ENSMUSG00000085195,3,1
ENSMUSG00000056383,4,2
ENSMUSG00000024830,1,1
ENSMUSG00000083930,7,4
ENSMUSG00000083937,7,5
ENSMUSG00000057387,4,2
ENSMUSG00000057388,9,6
ENSMUSG00000085446,13,5
ENSMUSG00000085440,2,1
ENSMUSG00000070336,4,3
ENSMUSG00000020015,704,355
ENSMUSG00000020014,10,6
ENSMUSG00000039740,266,137
ENSMUSG00000052605,3,2
ENSMUSG00000054604,42,27
ENSMUSG00000018326,1407,760
ENSMUSG00000018322,201,107
ENSMUSG00000021917,52,25
ENSMUSG00000021916,29,15
ENSMUSG00000021911,60,33
ENSMUSG00000021910,442,228
ENSMUSG00000021913,274,139
ENSMUSG00000021918,29,16
ENSMUSG00000071037,23,14
ENSMUSG00000071035,57,25
ENSMUSG00000055553,21,14
ENSMUSG00000033214,189,92
ENSMUSG00000033216,26,10
ENSMUSG00000055958,2,1
ENSMUSG00000055951,1,1
ENSMUSG00000049225,75,45
ENSMUSG00000038538,6,3
ENSMUSG00000038530,620,311
ENSMUSG00000038533,60,33
ENSMUSG00000038535,89,39
ENSMUSG00000038534,7,4
ENSMUSG00000030741,26,14
ENSMUSG00000030747,35,20
ENSMUSG00000030744,121,71
ENSMUSG00000036599,21,15
ENSMUSG00000036591,119,62
ENSMUSG00000091673,6,2
ENSMUSG00000034189,34,14
ENSMUSG00000030298,72,41
ENSMUSG00000037242,3,2
ENSMUSG00000037243,1,1
ENSMUSG00000092090,3,1
ENSMUSG00000022394,22,16
ENSMUSG00000022391,283,133
ENSMUSG00000092329,266,143
ENSMUSG00000048170,44,25
ENSMUSG00000063316,23,12
ENSMUSG00000039372,11,5
ENSMUSG00000031169,61,30
ENSMUSG00000039375,35,18
ENSMUSG00000090258,77,43
ENSMUSG00000070814,9,4
ENSMUSG00000021288,1018,532
ENSMUSG00000034532,12,6
ENSMUSG00000021285,162,76
ENSMUSG00000021286,3,1
ENSMUSG00000021280,2,1
ENSMUSG00000021282,240,119
ENSMUSG00000021134,291,150
